plantId,commonName,botanicalName,category,poolScore,poolLevel,slopeScore,slopeLevel,flowerBedScore,hedgeScore,grassScore,messiness,evergreenPresence,beeDraw,petKidCaution,colorType,welGardens,allStar,notes,roleReasons
880,Ground Morning Glory,Convolvulus mauritanicus,SHRUBS,42,accent,100,excellent,62,20,20,medium,semi-evergreen/uncertain,medium,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
912,Shore Juniper 'Blue Pacific',Juniperus conferta 'Blue Pacific',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
913,Juniper 'Blue Star',Juniperus squamata 'Blue Star',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | existing slope design score
914,Juniper 'Green Mound',Juniperus procumbens 'Green Mound',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
915,Juniper 'Icee Blue' | Monrovia,Juniperus horizontalis 'Icee Blue',SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Welcome garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
917,Juniper,Juniperus chinensis 'Shimpaku' Hindupan,SHRUBS,100,excellent,100,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,,,,groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | existing slope design score
954,Manzanita 'Emerald Carpet',Arctostaphylos 'Emerald Carpet',SHRUBS,62,usable,100,excellent,62,20,20,low,semi-evergreen/uncertain,medium,normal,flower color,Native Plant garden,arctostaphylos emerald carpet,Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
959,Myoporum 'Putah Creek',Myoporum parvifolium 'Putah Creek',SHRUBS,62,usable,100,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
984,Pink Myoporum,Myoporum parvifolium 'Pink',SHRUBS,16,poor,100,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
1008,Trailing Rosemary,Rosmarinus officinalis 'Prostratus',SHRUBS,62,usable,100,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
1045,White Myoporum,Myoporum parvifolium (White),SHRUBS,16,poor,100,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
1048,Wild Lilac 'Carmel Creeper',Ceanothus griseus horizontalis,SHRUBS,56,usable,100,excellent,20,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | too large for generator slope matrix | existing slope design score
1050,Wild Lilac 'Diamond Heights',Ceanothus 'Diamond Heights',SHRUBS,62,usable,100,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
1053,Wild Lilac 'Valley Violet',Ceanothus maritimus 'Valley Violet',SHRUBS,56,usable,100,excellent,20,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | too large for generator slope matrix | existing slope design score
383,Garden Penstemon,Penstemon x gloxinioides,PERENNIALS,34,poor,98,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden; Streetscape garden,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,WEL native/wildlife/streetscape match; useful low-water slope source signal | waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
417,Lamb's Ear,Stachys byzantina,PERENNIALS,100,excellent,98,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Popular Plant garden; Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.,WEL native/wildlife/streetscape match; useful low-water slope source signal | waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
418,Lamb's Ear 'Helene Von Stein',Stachys byzantina 'Helen Von Stein',PERENNIALS,100,excellent,98,excellent,20,20,20,low,evergreen/everpresent,low,normal,foliage color,Popular Plant garden; Wildlife Habitat garden,,Matched local Sacramento County UC Master Gardener WEL source.,WEL native/wildlife/streetscape match; useful low-water slope source signal | waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
811,Deer Grass,Muhlenbergia rigens,SHRUBS,62,usable,98,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,Native Plant garden; Wildlife Habitat garden,muhlenbergia rigens,Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
280,Blue Oat Grass,Helictotrichon sempervirens,PERENNIALS,100,excellent,96,excellent,34,20,90,low,seasonal/deciduous,low,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | grasses/sedges help mixed slope plantings | existing slope design score
281,Blue Spruce Stonecrop,Sedum reflexum 'Blue Spruce',PERENNIALS,62,usable,92,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
530,Stonecrop,Sedum reflexum,PERENNIALS,62,usable,92,excellent,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
533,Stonecrop 'Cape Blanco',Sedum 'Cape Blanco',PERENNIALS,62,usable,92,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
535,Stonecrop,Sedum spurium 'Dragon's Blood',PERENNIALS,24,poor,92,excellent,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
537,Stonecrop 'Oracle',Sedum forsterianum 'Oracle',PERENNIALS,62,usable,92,excellent,20,20,20,low,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
538,Stonecrop,Sedum 'John Creech',PERENNIALS,40,accent,92,excellent,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
540,Variegated Japanese Stonecrop,Sedum makinoi 'Variegatum',PERENNIALS,40,accent,92,excellent,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
541,Stonecrop,Sedum morganianum 'Donkey Tail',PERENNIALS,62,usable,92,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
542,Stonecrop pachyclados,Sedum pachyclados,PERENNIALS,40,accent,92,excellent,20,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
546,Stonecrop,,PERENNIALS,62,usable,92,excellent,20,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
554,Sunsparkler® Cherry Tart Sedum,"Sedum hybrid 'Cherry Tart' PP#24,603",PERENNIALS,23,poor,92,excellent,20,20,20,high,seasonal/deciduous,medium,normal,foliage color,Welcome garden,,Succulent/architectural plants are treated as accents for pool and slope unless supported by other role signals. | Matched local Sacramento County UC Master Gardener WEL source.,"waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | succulent allowed only as slope accent, not main matrix | existing slope design score"
736,Bush Morning Glory,Convolvulus cneorum,SHRUBS,62,usable,92,excellent,62,20,20,low,evergreen/everpresent,medium,normal,flower color,,,,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | wider-than-tall form helps cover slope | existing slope design score
306,Cleveland Sage,Salvia clevelandii,PERENNIALS,0,poor,90,excellent,20,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Native Plant garden,salvia clevelandii,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | wider-than-tall form helps cover slope | existing slope design score
782,Coast Rosemary 'Wynyabbie Gem',Westringia 'Wynyabbie Gem',SHRUBS,40,accent,90,excellent,20,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | too large for generator slope matrix | existing slope design score
1049,Wild Lilac 'Dark Star',Ceanothus 'Dark Star',SHRUBS,40,accent,90,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | too large for generator slope matrix | existing slope design score
1051,Wild Lilac 'Frosty Blue',Ceanothus 'Frosty Blue',SHRUBS,40,accent,90,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | too large for generator slope matrix | existing slope design score
1052,Wild Lilac 'Skylark',,SHRUBS,40,accent,90,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | slope-appropriate shrub/erosion-control plant type | too large for generator slope matrix | existing slope design score
261,Artemisia 'Powis Castle',Artemisia x 'Powis Castle',PERENNIALS,96,excellent,88,excellent,34,20,20,low,seasonal/deciduous,low,normal,foliage color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
419,Lampranthus 'Deltoides',,PERENNIALS,30,poor,88,excellent,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
458,African Daisy,Osteospermum fruticosum,PERENNIALS,62,usable,88,excellent,62,20,20,medium,evergreen/everpresent,medium,normal,foliage color,Popular Plant garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
497,Santa Barbara Daisy,Erigeron karvinskianus,PERENNIALS,18,poor,88,excellent,76,20,20,medium,seasonal/deciduous,medium,normal,flower color,Perennial garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
519,Snow In Summer,Cerastium tomentosum,PERENNIALS,62,usable,88,excellent,62,20,20,low,evergreen/everpresent,medium,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
552,Sun Drops,,PERENNIALS,18,poor,88,excellent,62,20,20,medium,seasonal/deciduous,medium,normal,flower color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
1003,Rockrose 'Sunset',Cistus x 'Sunset',SHRUBS,62,usable,88,excellent,20,20,20,medium,evergreen/everpresent,medium-high,normal,flower color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
373,Fiber Optic Grass,Scirpus cernuus,PERENNIALS,62,usable,84,excellent,62,20,90,low,evergreen/everpresent,medium,normal,flower color,,,,groundcover/trailing/spreading behavior | grasses/sedges help mixed slope plantings | existing slope design score
399,Northern Lights Tufted Hair Grass,Deschampsia 'Northern Lights',PERENNIALS,62,usable,84,excellent,62,20,90,low,evergreen/everpresent,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | grasses/sedges help mixed slope plantings | existing slope design score
1024,Sweet Flag,Acorus gramineus 'Ogon',SHRUBS,100,excellent,84,excellent,20,20,90,low,evergreen/everpresent,low,normal,foliage color,,,,groundcover/trailing/spreading behavior | grasses/sedges help mixed slope plantings | existing slope design score
779,Chef's Choice® Rosemary,Rosmarinus officinalis 'Chef's Choice',SHRUBS,62,usable,80,excellent,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | existing slope design score
781,Coast Rosemary 'Blue Gem',Westringia fruticosa 'Blue Gem',SHRUBS,62,usable,80,excellent,62,84,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | existing slope design score
842,Euonymus 'Emerald 'n' Gold',Euonymus fortunei 'Emerald 'n' Gold',SHRUBS,100,excellent,80,excellent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | existing slope design score
845,Euonymus 'Sunny Delight' | Monrovia,Euonymus japonicus 'Sunny Delight',SHRUBS,100,excellent,80,excellent,20,84,20,low,evergreen/everpresent,low,normal,foliage color,,,,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | existing slope design score
916,Juniper 'Mint Julep' 2 Ball | Monrovia,Juniperus chinensis 'Mint Julep',SHRUBS,100,excellent,80,excellent,20,20,20,low,evergreen/everpresent,low,normal,mostly green/texture,,,,waterwise enough for dry slope | slope-appropriate shrub/erosion-control plant type | existing slope design score
411,Javelin Forte&#8482; Deep Purple Spanish Lavender,Lavandula stoechas 'Javelin Forte Deep Purple',PERENNIALS,0,poor,78,good,62,20,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
427,Lavender 'Anouk Deep Rose',Lavandula stoechas 'Anouk Rose',PERENNIALS,0,poor,78,good,20,84,20,high,seasonal/deciduous,medium-high,caution,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
428,Lavender 'Anouk Double',Lavandula stoechas 'Anouk Double',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
431,Lavender,Lavandula stoechas 'Otto Quast',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
439,Spanish Lavender,Lavandula stoechas,PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
525,Spanish Lavender 'Dedication',Lavandula stoechas 'Dedication',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
527,Spanish Lavender 'Silver Anouk',Lavandula stoechas 'Silver Anouk',PERENNIALS,0,poor,78,good,62,84,20,high,seasonal/deciduous,medium-high,normal,foliage color,Wildlife Habitat garden,lavandula stoechas,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools. | Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,WEL native/wildlife/streetscape match; useful low-water slope source signal | All-Star reliability supports low-water slope planting | waterwise enough for dry slope | existing slope design score
262,Artemisia 'Silver Mound',Artemisia schmidtiana 'Silver Mound',PERENNIALS,80,excellent,76,good,20,20,20,low,seasonal/deciduous,low,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
270,Berkeley Sedge,Carex divulsa (C. tumulicola),PERENNIALS,62,usable,76,good,76,20,90,low,seasonal/deciduous,medium,normal,flower color,Perennial garden,carex divulsa,Matched local Sacramento County UC Master Gardener WEL source. | Matched UC Davis Arboretum All-Star source term.,All-Star reliability supports low-water slope planting | waterwise enough for dry slope | grasses/sedges help mixed slope plantings | existing slope design score
285,Bright Lights&#8482; Horizon&#8482; Sunset African Daisy,Osteospermum fruticosum,PERENNIALS,62,usable,76,good,62,20,20,medium,evergreen/everpresent,medium,normal,foliage color,Popular Plant garden,,Matched local Sacramento County UC Master Gardener WEL source.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
299,Catmint,Nepeta x faassenii,PERENNIALS,14,poor,76,good,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
300,Catmint 'Cat's Pajamas',Nepeta hybrid,PERENNIALS,14,poor,76,good,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
301,Catmint 'Walker's Low',Nepeta racemosa 'Walker's Low',PERENNIALS,14,poor,76,good,62,20,20,medium,seasonal/deciduous,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
338,Dichondra,Dichondra argentea 'Silver Falls',PERENNIALS,34,poor,76,good,62,20,20,medium,seasonal/deciduous,medium,normal,foliage color,,,,groundcover/trailing/spreading behavior | wider-than-tall form helps cover slope | existing slope design score
365,Euphorbia,Euphorbia hypericifolia,PERENNIALS,0,poor,76,good,20,20,20,medium,seasonal/deciduous,medium,caution,flower color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
433,Lavender 'Thumbelina Leigh',Lavandula angustifolia 'Thumbelina Leigh',PERENNIALS,62,usable,76,good,62,20,20,medium,evergreen/everpresent,medium-high,normal,foliage color,,,Bee/pollinator draw is useful for habitat/flower beds but down-ranked near pools.,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
484,Rock Purslane,Calandrinia spectabilis,PERENNIALS,62,usable,76,good,62,20,20,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | groundcover/trailing/spreading behavior | existing slope design score
502,Sedge 'Evergold',Carex oshimensis 'Evergold',PERENNIALS,62,usable,76,good,62,20,90,low,seasonal/deciduous,medium,normal,foliage color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | wider-than-tall form helps cover slope | existing slope design score
503,Sedge 'Everillo',Carex oshimensis 'Everillo',PERENNIALS,62,usable,76,good,62,20,90,low,seasonal/deciduous,medium,normal,flower color,,,,waterwise enough for dry slope | grasses/sedges help mixed slope plantings | wider-than-tall form helps cover slope | existing slope design score
